scenario_id,n_common_tokens,assistant_next_n_tokens,assistant_next_tail_ids,assistant_next_tail,assistant_next_final_id,assistant_next_final,user_next_n_tokens,user_next_tail_ids,user_next_tail,user_next_final_id,user_next_final,moderator_next_n_tokens,moderator_next_tail_ids,moderator_next_tail,moderator_next_final_id,moderator_next_final
userpain_05,27,29,51190 8254,Assistant]:,8254,]:,29,2224 8254,User]:,8254,]:,29,23147 8254,Moderator]:,8254,]:
userpain_06,26,28,51190 8254,Assistant]:,8254,]:,28,2224 8254,User]:,8254,]:,28,23147 8254,Moderator]:,8254,]:
userpain_07,23,25,51190 8254,Assistant]:,8254,]:,25,2224 8254,User]:,8254,]:,25,23147 8254,Moderator]:,8254,]:
userpain_08,30,32,51190 8254,Assistant]:,8254,]:,32,2224 8254,User]:,8254,]:,32,23147 8254,Moderator]:,8254,]:
userpain_09,24,26,51190 8254,Assistant]:,8254,]:,26,2224 8254,User]:,8254,]:,26,23147 8254,Moderator]:,8254,]:
userpain_10,23,25,51190 8254,Assistant]:,8254,]:,25,2224 8254,User]:,8254,]:,25,23147 8254,Moderator]:,8254,]:
userpain_11,25,27,51190 8254,Assistant]:,8254,]:,27,2224 8254,User]:,8254,]:,27,23147 8254,Moderator]:,8254,]:
userpain_12,30,32,51190 8254,Assistant]:,8254,]:,32,2224 8254,User]:,8254,]:,32,23147 8254,Moderator]:,8254,]:
userpain_13,29,31,51190 8254,Assistant]:,8254,]:,31,2224 8254,User]:,8254,]:,31,23147 8254,Moderator]:,8254,]:
userpain_14,23,25,51190 8254,Assistant]:,8254,]:,25,2224 8254,User]:,8254,]:,25,23147 8254,Moderator]:,8254,]:
userpain_15,33,35,51190 8254,Assistant]:,8254,]:,35,2224 8254,User]:,8254,]:,35,23147 8254,Moderator]:,8254,]:
userpain_16,37,39,51190 8254,Assistant]:,8254,]:,39,2224 8254,User]:,8254,]:,39,23147 8254,Moderator]:,8254,]:
userpain_17,31,33,51190 8254,Assistant]:,8254,]:,33,2224 8254,User]:,8254,]:,33,23147 8254,Moderator]:,8254,]:
userpain_18,58,60,51190 8254,Assistant]:,8254,]:,60,2224 8254,User]:,8254,]:,60,23147 8254,Moderator]:,8254,]:
userpain_19,55,57,51190 8254,Assistant]:,8254,]:,57,2224 8254,User]:,8254,]:,57,23147 8254,Moderator]:,8254,]:
userpain_20,59,61,51190 8254,Assistant]:,8254,]:,61,2224 8254,User]:,8254,]:,61,23147 8254,Moderator]:,8254,]:
